"","name","result_results","technical_results","series_bakers","series_bakes","series_results","episode_bakes","episode_results","age_bakers","occupation_bakers","hometown_bakers","signature_bakes","stopper_bakes"
"1","Ali","IN",5,4,4,4,1,3,25,"Charity worker","Saltley, Birmingham","Rose and Pistachio Cake","Chocolate, Raspberry and Passion Fruit Engagement Cake"
"2","Ali","IN",5,4,4,4,2,3,25,"Charity worker","Saltley, Birmingham","Italian Grissini","Sweet and Savoury Yin Yang Bread"
"3","Ali","IN",5,4,4,4,3,3,25,"Charity worker","Saltley, Birmingham","Coconut, Raspberry and Lemon Meringue Trifle","Vanilla Latte Mini CakesLime & Mint Shortbread Pops"
"4","Ali","IN",5,4,4,4,4,3,25,"Charity worker","Saltley, Birmingham","Apple and Ginger Pie with a Pecan and Walnut Shortcrust Pastry","Orange, Cardamom and Date M'Hanncha"
"5","Ali","IN",9,4,4,4,1,2,25,"Charity worker","Saltley, Birmingham","Rose and Pistachio Cake","Chocolate, Raspberry and Passion Fruit Engagement Cake"
"6","Ali","IN",9,4,4,4,2,2,25,"Charity worker","Saltley, Birmingham","Italian Grissini","Sweet and Savoury Yin Yang Bread"
"7","Ali","IN",9,4,4,4,3,2,25,"Charity worker","Saltley, Birmingham","Coconut, Raspberry and Lemon Meringue Trifle","Vanilla Latte Mini CakesLime & Mint Shortbread Pops"
"8","Ali","IN",9,4,4,4,4,2,25,"Charity worker","Saltley, Birmingham","Apple and Ginger Pie with a Pecan and Walnut Shortcrust Pastry","Orange, Cardamom and Date M'Hanncha"
"9","Ali","IN",11,4,4,4,1,1,25,"Charity worker","Saltley, Birmingham","Rose and Pistachio Cake","Chocolate, Raspberry and Passion Fruit Engagement Cake"
"10","Ali","IN",11,4,4,4,2,1,25,"Charity worker","Saltley, Birmingham","Italian Grissini","Sweet and Savoury Yin Yang Bread"
"11","Ali","IN",11,4,4,4,3,1,25,"Charity worker","Saltley, Birmingham","Coconut, Raspberry and Lemon Meringue Trifle","Vanilla Latte Mini CakesLime & Mint Shortbread Pops"
"12","Ali","IN",11,4,4,4,4,1,25,"Charity worker","Saltley, Birmingham","Apple and Ginger Pie with a Pecan and Walnut Shortcrust Pastry","Orange, Cardamom and Date M'Hanncha"
"13","Ali","OUT",8,4,4,4,1,4,25,"Charity worker","Saltley, Birmingham","Rose and Pistachio Cake","Chocolate, Raspberry and Passion Fruit Engagement Cake"
"14","Ali","OUT",8,4,4,4,2,4,25,"Charity worker","Saltley, Birmingham","Italian Grissini","Sweet and Savoury Yin Yang Bread"
"15","Ali","OUT",8,4,4,4,3,4,25,"Charity worker","Saltley, Birmingham","Coconut, Raspberry and Lemon Meringue Trifle","Vanilla Latte Mini CakesLime & Mint Shortbread Pops"
"16","Ali","OUT",8,4,4,4,4,4,25,"Charity worker","Saltley, Birmingham","Apple and Ginger Pie with a Pecan and Walnut Shortcrust Pastry","Orange, Cardamom and Date M'Hanncha"
"17","Alice","IN",1,10,NA,10,NA,6,28,"Geography teacher","Essex",NA,NA
"18","Alice","IN",3,10,NA,10,NA,8,28,"Geography teacher","Essex",NA,NA
"19","Alice","IN",5,10,NA,10,NA,1,28,"Geography teacher","Essex",NA,NA
"20","Alice","IN",6,10,NA,10,NA,5,28,"Geography teacher","Essex",NA,NA
"21","Alice","IN",6,10,NA,10,NA,7,28,"Geography teacher","Essex",NA,NA
"22","Alice","IN",7,10,NA,10,NA,3,28,"Geography teacher","Essex",NA,NA
"23","Alice","IN",8,10,NA,10,NA,4,28,"Geography teacher","Essex",NA,NA
"24","Alice","Runner-up",2,10,NA,10,NA,10,28,"Geography teacher","Essex",NA,NA
"25","Alice","STAR BAKER",1,10,NA,10,NA,2,28,"Geography teacher","Essex",NA,NA
"26","Alice","STAR BAKER",4,10,NA,10,NA,9,28,"Geography teacher","Essex",NA,NA
"27","Alvin","IN",2,6,6,6,1,1,37,"Nurse","Bracknell, Berkshire","Orange Vanilla and Fig Madeira Cake","Black Forest Gâteau"
"28","Alvin","IN",2,6,6,6,2,1,37,"Nurse","Bracknell, Berkshire","Jackfruit, Pistachio and Macadamia Biscotti","Gingerbread Box filled with Brandy Snaps"
"29","Alvin","IN",2,6,6,6,3,1,37,"Nurse","Bracknell, Berkshire","Prosciutto, Manchego and Balsamic Onion Soda Breads","Cornucopia"
"30","Alvin","IN",2,6,6,6,4,1,37,"Nurse","Bracknell, Berkshire","Blackberry Crème Brûlées","Tower of Fruits Cheesecakes"
"31","Alvin","IN",2,6,6,6,5,1,37,"Nurse","Bracknell, Berkshire","Pineapple Upside Down Cake","Buko Pandan, Mango and Passion Fruit Ice Cream Roll"
"32","Alvin","IN",2,6,6,6,6,1,37,"Nurse","Bracknell, Berkshire","Plum Frangipane Tart","Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents"
"33","Alvin","IN",4,6,6,6,1,3,37,"Nurse","Bracknell, Berkshire","Orange Vanilla and Fig Madeira Cake","Black Forest Gâteau"
"34","Alvin","IN",4,6,6,6,2,3,37,"Nurse","Bracknell, Berkshire","Jackfruit, Pistachio and Macadamia Biscotti","Gingerbread Box filled with Brandy Snaps"
"35","Alvin","IN",4,6,6,6,3,3,37,"Nurse","Bracknell, Berkshire","Prosciutto, Manchego and Balsamic Onion Soda Breads","Cornucopia"
"36","Alvin","IN",4,6,6,6,4,3,37,"Nurse","Bracknell, Berkshire","Blackberry Crème Brûlées","Tower of Fruits Cheesecakes"
"37","Alvin","IN",4,6,6,6,5,3,37,"Nurse","Bracknell, Berkshire","Pineapple Upside Down Cake","Buko Pandan, Mango and Passion Fruit Ice Cream Roll"
"38","Alvin","IN",4,6,6,6,6,3,37,"Nurse","Bracknell, Berkshire","Plum Frangipane Tart","Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents"
"39","Alvin","IN",6,6,6,6,1,2,37,"Nurse","Bracknell, Berkshire","Orange Vanilla and Fig Madeira Cake","Black Forest Gâteau"
"40","Alvin","IN",6,6,6,6,2,2,37,"Nurse","Bracknell, Berkshire","Jackfruit, Pistachio and Macadamia Biscotti","Gingerbread Box filled with Brandy Snaps"
"41","Alvin","IN",6,6,6,6,3,2,37,"Nurse","Bracknell, Berkshire","Prosciutto, Manchego and Balsamic Onion Soda Breads","Cornucopia"
"42","Alvin","IN",6,6,6,6,4,2,37,"Nurse","Bracknell, Berkshire","Blackberry Crème Brûlées","Tower of Fruits Cheesecakes"
"43","Alvin","IN",6,6,6,6,5,2,37,"Nurse","Bracknell, Berkshire","Pineapple Upside Down Cake","Buko Pandan, Mango and Passion Fruit Ice Cream Roll"
"44","Alvin","IN",6,6,6,6,6,2,37,"Nurse","Bracknell, Berkshire","Plum Frangipane Tart","Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents"
"45","Alvin","IN",8,6,6,6,1,5,37,"Nurse","Bracknell, Berkshire","Orange Vanilla and Fig Madeira Cake","Black Forest Gâteau"
"46","Alvin","IN",8,6,6,6,2,5,37,"Nurse","Bracknell, Berkshire","Jackfruit, Pistachio and Macadamia Biscotti","Gingerbread Box filled with Brandy Snaps"
"47","Alvin","IN",8,6,6,6,3,5,37,"Nurse","Bracknell, Berkshire","Prosciutto, Manchego and Balsamic Onion Soda Breads","Cornucopia"
"48","Alvin","IN",8,6,6,6,4,5,37,"Nurse","Bracknell, Berkshire","Blackberry Crème Brûlées","Tower of Fruits Cheesecakes"
"49","Alvin","IN",8,6,6,6,5,5,37,"Nurse","Bracknell, Berkshire","Pineapple Upside Down Cake","Buko Pandan, Mango and Passion Fruit Ice Cream Roll"
"50","Alvin","IN",8,6,6,6,6,5,37,"Nurse","Bracknell, Berkshire","Plum Frangipane Tart","Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents"
"51","Alvin","IN",9,6,6,6,1,4,37,"Nurse","Bracknell, Berkshire","Orange Vanilla and Fig Madeira Cake","Black Forest Gâteau"
"52","Alvin","IN",9,6,6,6,2,4,37,"Nurse","Bracknell, Berkshire","Jackfruit, Pistachio and Macadamia Biscotti","Gingerbread Box filled with Brandy Snaps"
"53","Alvin","IN",9,6,6,6,3,4,37,"Nurse","Bracknell, Berkshire","Prosciutto, Manchego and Balsamic Onion Soda Breads","Cornucopia"
"54","Alvin","IN",9,6,6,6,4,4,37,"Nurse","Bracknell, Berkshire","Blackberry Crème Brûlées","Tower of Fruits Cheesecakes"
"55","Alvin","IN",9,6,6,6,5,4,37,"Nurse","Bracknell, Berkshire","Pineapple Upside Down Cake","Buko Pandan, Mango and Passion Fruit Ice Cream Roll"
"56","Alvin","IN",9,6,6,6,6,4,37,"Nurse","Bracknell, Berkshire","Plum Frangipane Tart","Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents"
"57","Alvin","OUT",6,6,6,6,1,6,37,"Nurse","Bracknell, Berkshire","Orange Vanilla and Fig Madeira Cake","Black Forest Gâteau"
"58","Alvin","OUT",6,6,6,6,2,6,37,"Nurse","Bracknell, Berkshire","Jackfruit, Pistachio and Macadamia Biscotti","Gingerbread Box filled with Brandy Snaps"
"59","Alvin","OUT",6,6,6,6,3,6,37,"Nurse","Bracknell, Berkshire","Prosciutto, Manchego and Balsamic Onion Soda Breads","Cornucopia"
"60","Alvin","OUT",6,6,6,6,4,6,37,"Nurse","Bracknell, Berkshire","Blackberry Crème Brûlées","Tower of Fruits Cheesecakes"
"61","Alvin","OUT",6,6,6,6,5,6,37,"Nurse","Bracknell, Berkshire","Pineapple Upside Down Cake","Buko Pandan, Mango and Passion Fruit Ice Cream Roll"
"62","Alvin","OUT",6,6,6,6,6,6,37,"Nurse","Bracknell, Berkshire","Plum Frangipane Tart","Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents"
"63","Amelia","IN",4,10,NA,10,NA,1,24,"Fashion designer","Halifax",NA,NA
"64","Amelia","IN",9,10,NA,10,NA,2,24,"Fashion designer","Halifax",NA,NA
"65","Amelia","OUT",11,10,NA,10,NA,3,24,"Fashion designer","Halifax",NA,NA
"66","Andrew","IN",2,7,7,7,1,3,25,"Aerospace engineer","Derby / Holywood, County Down","Lemon and Rosemary Drizzle Cake","'Ultimate Indulgence' Mirror Glaze Cake"
"67","Andrew","IN",2,7,7,7,1,8,25,"Aerospace engineer","Derby / Holywood, County Down","Lemon and Rosemary Drizzle Cake","'Ultimate Indulgence' Mirror Glaze Cake"
"68","Andrew","IN",2,7,7,7,2,3,25,"Aerospace engineer","Derby / Holywood, County Down","Beehive Biscuits","Punting in Cambridge"
"69","Andrew","IN",2,7,7,7,2,8,25,"Aerospace engineer","Derby / Holywood, County Down","Beehive Biscuits","Punting in Cambridge"
"70","Andrew","IN",2,7,7,7,3,3,25,"Aerospace engineer","Derby / Holywood, County Down","Chocolate Barmbrack Bread","Braided Harvest Bread Basket"
"71","Andrew","IN",2,7,7,7,3,8,25,"Aerospace engineer","Derby / Holywood, County Down","Chocolate Barmbrack Bread","Braided Harvest Bread Basket"
"72","Andrew","IN",2,7,7,7,4,3,25,"Aerospace engineer","Derby / Holywood, County Down","Yorkshire 'Tapas' Puddings","Churros Window Box"
"73","Andrew","IN",2,7,7,7,4,8,25,"Aerospace engineer","Derby / Holywood, County Down","Yorkshire 'Tapas' Puddings","Churros Window Box"
"74","Andrew","IN",2,7,7,7,5,3,25,"Aerospace engineer","Derby / Holywood, County Down","Mum and Dad's Breakfast Pastries","Spicy Chorizo Squash Parcels and Baklava Bites"
"75","Andrew","IN",2,7,7,7,5,8,25,"Aerospace engineer","Derby / Holywood, County Down","Mum and Dad's Breakfast Pastries","Spicy Chorizo Squash Parcels and Baklava Bites"
"76","Andrew","IN",2,7,7,7,6,3,25,"Aerospace engineer","Derby / Holywood, County Down","Tangy Lime and Ginger Meringue Pie","Spring Elderflower Trio"
"77","Andrew","IN",2,7,7,7,6,8,25,"Aerospace engineer","Derby / Holywood, County Down","Tangy Lime and Ginger Meringue Pie","Spring Elderflower Trio"
"78","Andrew","IN",2,7,7,7,7,3,25,"Aerospace engineer","Derby / Holywood, County Down","Tropical Holiday Roulade","Childhood Ice Cream Mousse Cakes"
"79","Andrew","IN",2,7,7,7,7,8,25,"Aerospace engineer","Derby / Holywood, County Down","Tropical Holiday Roulade","Childhood Ice Cream Mousse Cakes"
"80","Andrew","IN",2,7,7,7,8,3,25,"Aerospace engineer","Derby / Holywood, County Down","Da Vinci Inspired Geared Pies","Jousting Knights Marchpane"
"81","Andrew","IN",2,7,7,7,8,8,25,"Aerospace engineer","Derby / Holywood, County Down","Da Vinci Inspired Geared Pies","Jousting Knights Marchpane"
"82","Andrew","IN",2,7,7,7,9,3,25,"Aerospace engineer","Derby / Holywood, County Down","Cheesy Elephant Ears and Herby Treble Clefs","Philharmonic Fondants"
"83","Andrew","IN",2,7,7,7,9,8,25,"Aerospace engineer","Derby / Holywood, County Down","Cheesy Elephant Ears and Herby Treble Clefs","Philharmonic Fondants"
"84","Andrew","IN",2,7,7,7,10,3,25,"Aerospace engineer","Derby / Holywood, County Down","Crunchy Caramel Cassis Crown","Family and Friends' Favourites Picnic"
"85","Andrew","IN",2,7,7,7,10,8,25,"Aerospace engineer","Derby / Holywood, County Down","Crunchy Caramel Cassis Crown","Family and Friends' Favourites Picnic"
"86","Andrew","IN",4,7,7,7,1,2,25,"Aerospace engineer","Derby / Holywood, County Down","Lemon and Rosemary Drizzle Cake","'Ultimate Indulgence' Mirror Glaze Cake"
"87","Andrew","IN",4,7,7,7,1,4,25,"Aerospace engineer","Derby / Holywood, County Down","Lemon and Rosemary Drizzle Cake","'Ultimate Indulgence' Mirror Glaze Cake"
"88","Andrew","IN",4,7,7,7,2,2,25,"Aerospace engineer","Derby / Holywood, County Down","Beehive Biscuits","Punting in Cambridge"
"89","Andrew","IN",4,7,7,7,2,4,25,"Aerospace engineer","Derby / Holywood, County Down","Beehive Biscuits","Punting in Cambridge"
"90","Andrew","IN",4,7,7,7,3,2,25,"Aerospace engineer","Derby / Holywood, County Down","Chocolate Barmbrack Bread","Braided Harvest Bread Basket"
"91","Andrew","IN",4,7,7,7,3,4,25,"Aerospace engineer","Derby / Holywood, County Down","Chocolate Barmbrack Bread","Braided Harvest Bread Basket"
"92","Andrew","IN",4,7,7,7,4,2,25,"Aerospace engineer","Derby / Holywood, County Down","Yorkshire 'Tapas' Puddings","Churros Window Box"
"93","Andrew","IN",4,7,7,7,4,4,25,"Aerospace engineer","Derby / Holywood, County Down","Yorkshire 'Tapas' Puddings","Churros Window Box"
"94","Andrew","IN",4,7,7,7,5,2,25,"Aerospace engineer","Derby / Holywood, County Down","Mum and Dad's Breakfast Pastries","Spicy Chorizo Squash Parcels and Baklava Bites"
"95","Andrew","IN",4,7,7,7,5,4,25,"Aerospace engineer","Derby / Holywood, County Down","Mum and Dad's Breakfast Pastries","Spicy Chorizo Squash Parcels and Baklava Bites"
"96","Andrew","IN",4,7,7,7,6,2,25,"Aerospace engineer","Derby / Holywood, County Down","Tangy Lime and Ginger Meringue Pie","Spring Elderflower Trio"
"97","Andrew","IN",4,7,7,7,6,4,25,"Aerospace engineer","Derby / Holywood, County Down","Tangy Lime and Ginger Meringue Pie","Spring Elderflower Trio"
"98","Andrew","IN",4,7,7,7,7,2,25,"Aerospace engineer","Derby / Holywood, County Down","Tropical Holiday Roulade","Childhood Ice Cream Mousse Cakes"
"99","Andrew","IN",4,7,7,7,7,4,25,"Aerospace engineer","Derby / Holywood, County Down","Tropical Holiday Roulade","Childhood Ice Cream Mousse Cakes"
"100","Andrew","IN",4,7,7,7,8,2,25,"Aerospace engineer","Derby / Holywood, County Down","Da Vinci Inspired Geared Pies","Jousting Knights Marchpane"
"101","Andrew","IN",4,7,7,7,8,4,25,"Aerospace engineer","Derby / Holywood, County Down","Da Vinci Inspired Geared Pies","Jousting Knights Marchpane"
"102","Andrew","IN",4,7,7,7,9,2,25,"Aerospace engineer","Derby / Holywood, County Down","Cheesy Elephant Ears and Herby Treble Clefs","Philharmonic Fondants"
"103","Andrew","IN",4,7,7,7,9,4,25,"Aerospace engineer","Derby / Holywood, County Down","Cheesy Elephant Ears and Herby Treble Clefs","Philharmonic Fondants"
"104","Andrew","IN",4,7,7,7,10,2,25,"Aerospace engineer","Derby / Holywood, County Down","Crunchy Caramel Cassis Crown","Family and Friends' Favourites Picnic"
"105","Andrew","IN",4,7,7,7,10,4,25,"Aerospace engineer","Derby / Holywood, County Down","Crunchy Caramel Cassis Crown","Family and Friends' Favourites Picnic"
"106","Andrew","IN",6,7,7,7,1,5,25,"Aerospace engineer","Derby / Holywood, County Down","Lemon and Rosemary Drizzle Cake","'Ultimate Indulgence' Mirror Glaze Cake"
"107","Andrew","IN",6,7,7,7,1,6,25,"Aerospace engineer","Derby / Holywood, County Down","Lemon and Rosemary Drizzle Cake","'Ultimate Indulgence' Mirror Glaze Cake"
"108","Andrew","IN",6,7,7,7,2,5,25,"Aerospace engineer","Derby / Holywood, County Down","Beehive Biscuits","Punting in Cambridge"
"109","Andrew","IN",6,7,7,7,2,6,25,"Aerospace engineer","Derby / Holywood, County Down","Beehive Biscuits","Punting in Cambridge"
"110","Andrew","IN",6,7,7,7,3,5,25,"Aerospace engineer","Derby / Holywood, County Down","Chocolate Barmbrack Bread","Braided Harvest Bread Basket"
"111","Andrew","IN",6,7,7,7,3,6,25,"Aerospace engineer","Derby / Holywood, County Down","Chocolate Barmbrack Bread","Braided Harvest Bread Basket"
"112","Andrew","IN",6,7,7,7,4,5,25,"Aerospace engineer","Derby / Holywood, County Down","Yorkshire 'Tapas' Puddings","Churros Window Box"
"113","Andrew","IN",6,7,7,7,4,6,25,"Aerospace engineer","Derby / Holywood, County Down","Yorkshire 'Tapas' Puddings","Churros Window Box"
"114","Andrew","IN",6,7,7,7,5,5,25,"Aerospace engineer","Derby / Holywood, County Down","Mum and Dad's Breakfast Pastries","Spicy Chorizo Squash Parcels and Baklava Bites"
"115","Andrew","IN",6,7,7,7,5,6,25,"Aerospace engineer","Derby / Holywood, County Down","Mum and Dad's Breakfast Pastries","Spicy Chorizo Squash Parcels and Baklava Bites"
"116","Andrew","IN",6,7,7,7,6,5,25,"Aerospace engineer","Derby / Holywood, County Down","Tangy Lime and Ginger Meringue Pie","Spring Elderflower Trio"
"117","Andrew","IN",6,7,7,7,6,6,25,"Aerospace engineer","Derby / Holywood, County Down","Tangy Lime and Ginger Meringue Pie","Spring Elderflower Trio"
"118","Andrew","IN",6,7,7,7,7,5,25,"Aerospace engineer","Derby / Holywood, County Down","Tropical Holiday Roulade","Childhood Ice Cream Mousse Cakes"
"119","Andrew","IN",6,7,7,7,7,6,25,"Aerospace engineer","Derby / Holywood, County Down","Tropical Holiday Roulade","Childhood Ice Cream Mousse Cakes"
"120","Andrew","IN",6,7,7,7,8,5,25,"Aerospace engineer","Derby / Holywood, County Down","Da Vinci Inspired Geared Pies","Jousting Knights Marchpane"
"121","Andrew","IN",6,7,7,7,8,6,25,"Aerospace engineer","Derby / Holywood, County Down","Da Vinci Inspired Geared Pies","Jousting Knights Marchpane"
"122","Andrew","IN",6,7,7,7,9,5,25,"Aerospace engineer","Derby / Holywood, County Down","Cheesy Elephant Ears and Herby Treble Clefs","Philharmonic Fondants"
"123","Andrew","IN",6,7,7,7,9,6,25,"Aerospace engineer","Derby / Holywood, County Down","Cheesy Elephant Ears and Herby Treble Clefs","Philharmonic Fondants"
"124","Andrew","IN",6,7,7,7,10,5,25,"Aerospace engineer","Derby / Holywood, County Down","Crunchy Caramel Cassis Crown","Family and Friends' Favourites Picnic"
"125","Andrew","IN",6,7,7,7,10,6,25,"Aerospace engineer","Derby / Holywood, County Down","Crunchy Caramel Cassis Crown","Family and Friends' Favourites Picnic"
"126","Andrew","IN",12,7,7,7,1,1,25,"Aerospace engineer","Derby / Holywood, County Down","Lemon and Rosemary Drizzle Cake","'Ultimate Indulgence' Mirror Glaze Cake"
"127","Andrew","IN",12,7,7,7,2,1,25,"Aerospace engineer","Derby / Holywood, County Down","Beehive Biscuits","Punting in Cambridge"
"128","Andrew","IN",12,7,7,7,3,1,25,"Aerospace engineer","Derby / Holywood, County Down","Chocolate Barmbrack Bread","Braided Harvest Bread Basket"
"129","Andrew","IN",12,7,7,7,4,1,25,"Aerospace engineer","Derby / Holywood, County Down","Yorkshire 'Tapas' Puddings","Churros Window Box"
"130","Andrew","IN",12,7,7,7,5,1,25,"Aerospace engineer","Derby / Holywood, County Down","Mum and Dad's Breakfast Pastries","Spicy Chorizo Squash Parcels and Baklava Bites"
"131","Andrew","IN",12,7,7,7,6,1,25,"Aerospace engineer","Derby / Holywood, County Down","Tangy Lime and Ginger Meringue Pie","Spring Elderflower Trio"
"132","Andrew","IN",12,7,7,7,7,1,25,"Aerospace engineer","Derby / Holywood, County Down","Tropical Holiday Roulade","Childhood Ice Cream Mousse Cakes"
"133","Andrew","IN",12,7,7,7,8,1,25,"Aerospace engineer","Derby / Holywood, County Down","Da Vinci Inspired Geared Pies","Jousting Knights Marchpane"
"134","Andrew","IN",12,7,7,7,9,1,25,"Aerospace engineer","Derby / Holywood, County Down","Cheesy Elephant Ears and Herby Treble Clefs","Philharmonic Fondants"
"135","Andrew","IN",12,7,7,7,10,1,25,"Aerospace engineer","Derby / Holywood, County Down","Crunchy Caramel Cassis Crown","Family and Friends' Favourites Picnic"
"136","Andrew","Runner-up",1,7,7,7,1,10,25,"Aerospace engineer","Derby / Holywood, County Down","Lemon and Rosemary Drizzle Cake","'Ultimate Indulgence' Mirror Glaze Cake"
"137","Andrew","Runner-up",1,7,7,7,2,10,25,"Aerospace engineer","Derby / Holywood, County Down","Beehive Biscuits","Punting in Cambridge"
"138","Andrew","Runner-up",1,7,7,7,3,10,25,"Aerospace engineer","Derby / Holywood, County Down","Chocolate Barmbrack Bread","Braided Harvest Bread Basket"
"139","Andrew","Runner-up",1,7,7,7,4,10,25,"Aerospace engineer","Derby / Holywood, County Down","Yorkshire 'Tapas' Puddings","Churros Window Box"
"140","Andrew","Runner-up",1,7,7,7,5,10,25,"Aerospace engineer","Derby / Holywood, County Down","Mum and Dad's Breakfast Pastries","Spicy Chorizo Squash Parcels and Baklava Bites"
"141","Andrew","Runner-up",1,7,7,7,6,10,25,"Aerospace engineer","Derby / Holywood, County Down","Tangy Lime and Ginger Meringue Pie","Spring Elderflower Trio"
"142","Andrew","Runner-up",1,7,7,7,7,10,25,"Aerospace engineer","Derby / Holywood, County Down","Tropical Holiday Roulade","Childhood Ice Cream Mousse Cakes"
"143","Andrew","Runner-up",1,7,7,7,8,10,25,"Aerospace engineer","Derby / Holywood, County Down","Da Vinci Inspired Geared Pies","Jousting Knights Marchpane"
"144","Andrew","Runner-up",1,7,7,7,9,10,25,"Aerospace engineer","Derby / Holywood, County Down","Cheesy Elephant Ears and Herby Treble Clefs","Philharmonic Fondants"
"145","Andrew","Runner-up",1,7,7,7,10,10,25,"Aerospace engineer","Derby / Holywood, County Down","Crunchy Caramel Cassis Crown","Family and Friends' Favourites Picnic"
"146","Andrew","STAR BAKER",1,7,7,7,1,7,25,"Aerospace engineer","Derby / Holywood, County Down","Lemon and Rosemary Drizzle Cake","'Ultimate Indulgence' Mirror Glaze Cake"
"147","Andrew","STAR BAKER",1,7,7,7,2,7,25,"Aerospace engineer","Derby / Holywood, County Down","Beehive Biscuits","Punting in Cambridge"
"148","Andrew","STAR BAKER",1,7,7,7,3,7,25,"Aerospace engineer","Derby / Holywood, County Down","Chocolate Barmbrack Bread","Braided Harvest Bread Basket"
"149","Andrew","STAR BAKER",1,7,7,7,4,7,25,"Aerospace engineer","Derby / Holywood, County Down","Yorkshire 'Tapas' Puddings","Churros Window Box"
"150","Andrew","STAR BAKER",1,7,7,7,5,7,25,"Aerospace engineer","Derby / Holywood, County Down","Mum and Dad's Breakfast Pastries","Spicy Chorizo Squash Parcels and Baklava Bites"
"151","Andrew","STAR BAKER",1,7,7,7,6,7,25,"Aerospace engineer","Derby / Holywood, County Down","Tangy Lime and Ginger Meringue Pie","Spring Elderflower Trio"
"152","Andrew","STAR BAKER",1,7,7,7,7,7,25,"Aerospace engineer","Derby / Holywood, County Down","Tropical Holiday Roulade","Childhood Ice Cream Mousse Cakes"
"153","Andrew","STAR BAKER",1,7,7,7,8,7,25,"Aerospace engineer","Derby / Holywood, County Down","Da Vinci Inspired Geared Pies","Jousting Knights Marchpane"
"154","Andrew","STAR BAKER",1,7,7,7,9,7,25,"Aerospace engineer","Derby / Holywood, County Down","Cheesy Elephant Ears and Herby Treble Clefs","Philharmonic Fondants"
"155","Andrew","STAR BAKER",1,7,7,7,10,7,25,"Aerospace engineer","Derby / Holywood, County Down","Crunchy Caramel Cassis Crown","Family and Friends' Favourites Picnic"
"156","Andrew","STAR BAKER",2,7,7,7,1,9,25,"Aerospace engineer","Derby / Holywood, County Down","Lemon and Rosemary Drizzle Cake","'Ultimate Indulgence' Mirror Glaze Cake"
"157","Andrew","STAR BAKER",2,7,7,7,2,9,25,"Aerospace engineer","Derby / Holywood, County Down","Beehive Biscuits","Punting in Cambridge"
"158","Andrew","STAR BAKER",2,7,7,7,3,9,25,"Aerospace engineer","Derby / Holywood, County Down","Chocolate Barmbrack Bread","Braided Harvest Bread Basket"
"159","Andrew","STAR BAKER",2,7,7,7,4,9,25,"Aerospace engineer","Derby / Holywood, County Down","Yorkshire 'Tapas' Puddings","Churros Window Box"
"160","Andrew","STAR BAKER",2,7,7,7,5,9,25,"Aerospace engineer","Derby / Holywood, County Down","Mum and Dad's Breakfast Pastries","Spicy Chorizo Squash Parcels and Baklava Bites"
"161","Andrew","STAR BAKER",2,7,7,7,6,9,25,"Aerospace engineer","Derby / Holywood, County Down","Tangy Lime and Ginger Meringue Pie","Spring Elderflower Trio"
"162","Andrew","STAR BAKER",2,7,7,7,7,9,25,"Aerospace engineer","Derby / Holywood, County Down","Tropical Holiday Roulade","Childhood Ice Cream Mousse Cakes"
"163","Andrew","STAR BAKER",2,7,7,7,8,9,25,"Aerospace engineer","Derby / Holywood, County Down","Da Vinci Inspired Geared Pies","Jousting Knights Marchpane"
"164","Andrew","STAR BAKER",2,7,7,7,9,9,25,"Aerospace engineer","Derby / Holywood, County Down","Cheesy Elephant Ears and Herby Treble Clefs","Philharmonic Fondants"
"165","Andrew","STAR BAKER",2,7,7,7,10,9,25,"Aerospace engineer","Derby / Holywood, County Down","Crunchy Caramel Cassis Crown","Family and Friends' Favourites Picnic"
"166","Annetha","IN",2,1,1,1,1,1,30,"Midwife","Essex","Light Jamaican Black Cakewith Strawberries and Cream","Red, White & Blue Chocolate Cake with Cigarellos, Fresh Fruit, and Cream"
"167","Annetha","IN",2,1,1,1,2,1,30,"Midwife","Essex","Rose Petal Shortbread","Pink Swirl Macarons / Eclairs"
"168","Annetha","OUT",7,1,1,1,1,2,30,"Midwife","Essex","Light Jamaican Black Cakewith Strawberries and Cream","Red, White & Blue Chocolate Cake with Cigarellos, Fresh Fruit, and Cream"
"169","Annetha","OUT",7,1,1,1,2,2,30,"Midwife","Essex","Rose Petal Shortbread","Pink Swirl Macarons / Eclairs"
"170","Antony","IN",9,9,NA,9,NA,2,30,"Banker","London",NA,NA
"171","Antony","IN",12,9,NA,9,NA,1,30,"Banker","London",NA,NA
"172","Antony","OUT",8,9,NA,9,NA,3,30,"Banker","London",NA,NA
"173","Beca","IN",1,4,4,4,1,7,31,"Military Wives' Choir Singer","Aldershot, Hampshire","Grapefruit Sandwich Cake","Chocolate Cherry Indulgence"
"174","Beca","IN",1,4,4,4,2,7,31,"Military Wives' Choir Singer","Aldershot, Hampshire","Fennel and Chilli Breadsticks","Five Strand Christmas Wreath"
"175","Beca","IN",1,4,4,4,3,7,31,"Military Wives' Choir Singer","Aldershot, Hampshire","Orange and Ginger Trifle","Limoncello and Blueberry BurstsMillionaire Shortbread"
